head,winner,loser,raw_generation
headband,nightshirt,humvee,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to headband: nightshirt or humvee? Respond only with the item name.
model
Nightshirt"
beer,bottle,corsage,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to beer: bottle or corsage? Respond only with the item name.
model
Bottle"
dolphin,frisbee,puddle,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to dolphin: frisbee or puddle? Respond only with the item name.
model
Disc"
fireplace,nightstand,poinsettia,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to fireplace: nightstand or poinsettia? Respond only with the item name.
model
Nightstand"
blind,copier,piglet,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to blind: copier or piglet? Respond only with the item name.
model
Copier"
wedding cake,steak,lion,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to wedding cake: steak or lion? Respond only with the item name.
model
Steak"
trashcan,defibrillator,corsage,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to trashcan: defibrillator or corsage? Respond only with the item name.
model
Defibrillator"
kilt,bra,milk,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to kilt: bra or milk? Respond only with the item name.
model
Milk"
seagull,stingray,jeep,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to seagull: stingray or jeep? Respond only with the item name.
model
Seagray"
stained glass,tadpole,windowsill,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to stained glass: tadpole or windowsill? Respond only with the item name.
model
Stained glass"
peanut,tuba,barnacle,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to peanut: tuba or barnacle? Respond only with the item name.
model
Barnacle"
trashcan,swan,shopping cart,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to trashcan: swan or shopping cart? Respond only with the item name.
model
Shopping cart"
antenna,lamppost,chick,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to antenna: lamppost or chick? Respond only with the item name.
model
Lamppost"
flagpole,ram,sail,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to flagpole: ram or sail? Respond only with the item name.
model
Sail"
cocktail,tugboat,thermos,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to cocktail: tugboat or thermos? Respond only with the item name.
model
Thermos"
snowball,bulletproof vest,rock,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to snowball: bulletproof vest or rock? Respond only with the item name.
model
Bulldog"
sprinkler,taillight,paper plate,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to sprinkler: taillight or paper plate? Respond only with the item name.
model
Paper plate"
flatiron,shovel,vulture,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to flatiron: shovel or vulture? Respond only with the item name.
model
Shovel"
crepe,roll,vulture,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to crepe: roll or vulture? Respond only with the item name.
model
Crepe"
jumpsuit,spring roll,stockings,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to jumpsuit: spring roll or stockings? Respond only with the item name.
model
Jumpsuit"
toothpick,knee,flag,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to toothpick: knee or flag? Respond only with the item name.
model
Toothpick"
juicer,prune,tuba,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to juicer: prune or tuba? Respond only with the item name.
model
Prune"
slot,antenna,toe,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to slot: antenna or toe? Respond only with the item name.
model
antenna"
sweater,jumpsuit,shell,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to sweater: jumpsuit or shell? Respond only with the item name.
model
Jumpsuit"
hot-air balloon,balloon,mouse,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to hot-air balloon: mouse or balloon? Respond only with the item name.
model
Balloon"
swizzle stick,knee,duct,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to swizzle stick: knee or duct? Respond only with the item name.
model
Swizzle stick"
locker,ram,buckle,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to locker: ram or buckle? Respond only with the item name.
model
Ram"
guardrail,flashbulb,knee,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to guardrail: flashbulb or knee? Respond only with the item name.
model
Flashbulb"
wooden leg,panties,dough,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to wooden leg: panties or dough? Respond only with the item name.
model
 panties"
cellphone,rabbit,tack,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to cellphone: rabbit or tack? Respond only with the item name.
model
Cellphone"
shears,crouton,plunger,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to shears: crouton or plunger? Respond only with the item name.
model
Plunger"
rollerblade,jump rope,raccoon,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to rollerblade: jump rope or raccoon? Respond only with the item name.
model
Rollerblade"
petal,kiwi,anchor,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to petal: kiwi or anchor? Respond only with the item name.
model
Kiwi"
bowling ball,basketball,penguin,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to bowling ball: basketball or penguin? Respond only with the item name.
model
Basketball"
crumb,tuba,skin,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to crumb: tuba or skin? Respond only with the item name.
model
Tuba"
stake,phone booth,knee,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to stake: phone booth or knee? Respond only with the item name.
model
Phone booth"
laundry basket,toilet,violin,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to laundry basket: toilet or violin? Respond only with the item name.
model
Toilet"
manatee,chime,fish,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to manatee: chime or fish? Respond only with the item name.
model
Fish"
