item,embedding
pom-pom,0.0842132419347763 0.08372246474027634 0.219405859708786 0.7401836514472961 0.09148631244897842 0.5090823769569397 0.04046311974525452 0.03920178487896919 0.04999743029475212 0.014724232256412506 1.372074842453003 0.1767921894788742 0.0073290858417749405 0.007251727860420942 0.21301862597465515 0.02569694072008133 0.7683278918266296 0.26323357224464417 0.025322003290057182 0.04766899719834328 0.029436182230710983 0.1749337762594223 0.44584381580352783 0.1620471477508545 0.60663241147995 0.013387474231421947 0.022388679906725883 0.018605319783091545 0.054029542952775955 1.6303062438964844 0.20731224119663239 0.11249294131994247 0.4043940603733063 0.5890870690345764 0.01091049239039421 0.38684070110321045 0.017734644934535027 0.015428862534463406 0.009516589343547821 0.025254664942622185 0.01656106673181057 0.0049173180013895035 0.05267174541950226 0.05548136681318283 0.14326733350753784 0.02912561595439911 0.010910101234912872 0.7771883606910706 0.042755089700222015
pomegranate,0.07017078250646591 1.9939451217651367 0.4640693664550781 0.07156180590391159 0.05614625662565231 0.9525036215782166 0.030342862010002136 0.04116738960146904 0.04453527182340622 0.05258527770638466 0.3733203411102295 0.07901845127344131 0.027964526787400246 0.03139471635222435 0.589657723903656 0.009439771994948387 0.1065143495798111 0.04104526713490486 0.08956374228000641 0.02433398738503456 0.10043230652809143 0.1599058359861374 0.6993139982223511 0.3533453345298767 0.04557567089796066 0.08247561007738113 0.01031906995922327 0.0005703098140656948 0.04465273767709732 0.6862943768501282 0.055258024483919144 0.08613372594118118 0.07593190670013428 0.05940419062972069 0.08518209308385849 0.027427339926362038 0.18988101184368134 0.12151945382356644 0.012698953039944172 0.03663079813122749 0.03605865314602852 0.03510912135243416 0.022920027375221252 0.013425092212855816 0.03356950357556343 0.023542864248156548 0.1365707516670227 0.022045545279979706 0.009401451796293259
pony,0.05247240141034126 0.0801088809967041 2.6577701568603516 0.272114098072052 0.005152052268385887 0.28668197989463806 0.3070911467075348 0.08001410216093063 0.2612944543361664 0.10461682081222534 0.0066411844454705715 0.013041668571531773 0.018373388797044754 0.03682296350598335 0.015790551900863647 0.07670974731445312 0.006244017276912928 0.0030085397884249687 0.023753108456730843 0.018549218773841858 0.019950419664382935 0.0033954682294279337 0.03677879273891449 0.009178431704640388 0.029652051627635956 0.0190596804022789 0.019521979615092278 0.030764807015657425 0.009256819263100624 0.0015357093652710319 0.026554420590400696 0.001070436672307551 0.011054419912397861 0.04578537121415138 0.0162741020321846 0.011727966368198395 0.030040884390473366 0.017086844891309738 0.00028245136491023004 0.00579978758469224 0.23069436848163605 0.0059734550304710865 0.1015404686331749 0.020384928211569786 0.044022321701049805 0.014416211284697056 0.0006889072246849537 0.017886530607938766 0.0023893953766673803
poodle,0.015994545072317123 0.05129687115550041 2.064236640930176 0.4301582872867584 0.018614739179611206 0.033560387790203094 0.02078181691467762 0.008730736561119556 0.010939780622720718 0.2241586595773697 0.1074221208691597 0.04932219162583351 0.004388147033751011 0.12980151176452637 0.04234105721116066 0.025145018473267555 0.05769484117627144 0.020529473200440407 0.013928237371146679 0.011219652369618416 0.006477644667029381 0.02983434684574604 0.012317323125898838 0.02386542409658432 0.35976874828338623 0.028275441378355026 0.005639465060085058 0.0035864352248609066 0.01652621664106846 0.030393030494451523 0.05100677162408829 0.02090657688677311 1.6929962635040283 0.05967353656888008 0.013834614306688309 0.015273522585630417 0.020200856029987335 0.02110970951616764 0.011187510564923286 0.01293814554810524 0.15945766866207123 0.008954999968409538 0.03174249082803726 0.03006877563893795 0.0191184151917696 0.035653647035360336 0.0069343093782663345 0.012845355086028576 0.009846966713666916
pool table,0.6548959612846375 0.22503161430358887 0.04078065603971481 0.03894312307238579 0.9655836224555969 0.11462245136499405 0.03690021112561226 0.17509253323078156 0.8530137538909912 0.11390423029661179 0.6568501591682434 0.7049723267555237 0.561069905757904 1.0470343828201294 0.011980929411947727 0.17487598955631256 0.3916027247905731 0.2248273491859436 0.009273354895412922 0.02470237761735916 0.08096736669540405 0.006738943513482809 0.03612756356596947 0.0728316381573677 0.013780905865132809 0.4909026026725769 0.05440319702029228 0.2722839415073395 0.05338061600923538 0.6664999127388 0.02013671025633812 0.13949371874332428 0.026388105005025864 0.006914824713021517 0.01110937912017107 0.01933729276061058 0.049251873046159744 0.02003522403538227 0.03182372823357582 0.04663735628128052 0.007459696847945452 0.059882037341594696 0.07010886818170547 0.014935186132788658 0.039487872272729874 0.008151140064001083 0.005470171570777893 0.010507415980100632 0.028039315715432167
popcorn,0.015192658640444279 2.0085015296936035 0.012828062288463116 0.09439001232385635 0.3251177966594696 0.31924858689308167 0.10278142988681793 0.05880390852689743 0.10334142297506332 0.04738152399659157 0.13751250505447388 0.05955086648464203 0.016352221369743347 0.0528586320579052 0.012508063577115536 0.0338493213057518 0.6540320515632629 0.011158362030982971 0.0009021292207762599 0.07660193741321564 0.005504634231328964 0.543552577495575 0.008855922147631645 0.029255496338009834 0.010791773907840252 0.08429364860057831 0.07200673222541809 0.03062010183930397 0.007936659269034863 0.35271453857421875 0.19468261301517487 0.06534424424171448 0.10585060715675354 0.0469423271715641 0.005644407123327255 0.013761818408966064 0.03173259273171425 0.01512761041522026 0.019555114209651947 0.04508580267429352 0.04198456183075905 0.07296194136142731 0.09874807298183441 0.014599100686609745 0.2597362697124481 0.009887494146823883 0.04067320004105568 0.03862150385975838 0.014145863242447376
poppy,0.07446613907814026 0.5059241056442261 0.6327224373817444 0.07711739093065262 0.061268847435712814 1.822604775428772 0.5385817885398865 0.07675542682409286 0.10403238981962204 0.03249378502368927 0.3779987394809723 0.1232701912522316 0.035659968852996826 0.05297764390707016 0.1744454950094223 0.03558098152279854 0.059782661497592926 0.05907948687672615 0.12062499672174454 0.03496987000107765 0.04955863952636719 0.05974259600043297 1.2550835609436035 1.312953233718872 0.018813103437423706 0.041833363473415375 0.0532187819480896 0.07054882496595383 0.004560673609375954 0.04273366183042526 0.06328724324703217 0.03643406182527542 0.11153669655323029 0.037876617163419724 0.05353480949997902 0.054702047258615494 0.04743572697043419 0.011100889183580875 0.03280451521277428 0.0381246842443943 0.011855734512209892 0.032318390905857086 0.08421017229557037 0.02103729173541069 0.03654865175485611 0.0747758001089096 0.031259212642908096 0.7668389678001404 0.002921144478023052
popsicle,0.05249271169304848 1.86038339138031 0.08630126714706421 0.20932140946388245 0.01734858751296997 0.013921691104769707 0.017719965428113937 0.05178993195295334 0.0448613166809082 0.0896284282207489 0.5779282450675964 0.054485999047756195 0.06918085366487503 0.3957973122596741 0.008859442546963692 0.061440497636795044 0.2902719974517822 0.021645907312631607 0.46824291348457336 0.1742924153804779 0.09251797944307327 0.016408899798989296 0.23216599225997925 0.5742501020431519 0.019711587578058243 0.015189510770142078 0.02600974030792713 0.18832990527153015 0.10396569222211838 0.0284795630723238 0.05490259826183319 0.24957633018493652 0.5615434646606445 0.034298963844776154 0.04712637513875961 0.037338435649871826 0.08341625332832336 0.013339818455278873 0.0716271623969078 0.013535583391785622 0.02441110648214817 0.04947298392653465 0.01203839760273695 0.014461856335401535 0.021727940067648888 0.09017271548509598 0.03824585676193237 0.016397131606936455 0.034021370112895966
porcupine,0.07698682695627213 0.26480066776275635 2.196258068084717 0.18852724134922028 0.01578615978360176 0.23146644234657288 0.3312363922595978 0.010262103751301765 0.010037208907306194 0.04586688429117203 0.003191258292645216 0.010911756195127964 0.018823489546775818 0.013288666494190693 0.06099526211619377 0.11816572397947311 0.012263031676411629 0.017771685495972633 0.049713801592588425 0.07244997471570969 0.01431056298315525 0.03349952772259712 0.015987979248166084 0.049637895077466965 0.01525114756077528 0.057410307228565216 0.04929208755493164 0.026144439354538918 0.027168555185198784 0.011076574213802814 0.4562236964702606 0.025811972096562386 0.0839887335896492 0.01359199546277523 0.40020275115966797 0.024533236399292946 0.008209220133721828 0.027315501123666763 0.0267877746373415 0.05496308207511902 0.04501499608159065 0.019221700727939606 0.008438661694526672 0.011074787005782127 0.007340503856539726 0.022770021110773087 0.040595561265945435 0.015777532011270523 0.04440455138683319
porthole,1.096200942993164 0.10467202216386795 0.05180564895272255 0.024755578488111496 0.2855367362499237 0.2258390188217163 0.057067178189754486 0.7479403018951416 0.432951420545578 0.016228055581450462 0.026979824528098106 0.4276007413864136 0.12534348666667938 0.027762915939092636 1.533139944076538 0.018089603632688522 0.031331826001405716 0.021374592557549477 0.2214948534965515 0.036683741956949234 1.301650881767273 0.15271620452404022 0.0025462033227086067 0.04188088700175285 0.010676421225070953 0.03443260118365288 0.20933151245117188 0.02694908156991005 0.0854301005601883 0.04831669479608536 0.23129484057426453 0.06887661665678024 0.03299873694777489 0.012310915626585484 0.016454320400953293 0.023961607366800308 0.02637251652777195 0.5652691125869751 0.035082537680864334 0.07825832813978195 0.21763461828231812 0.05031870678067207 0.02132858894765377 0.04168334975838661 0.004427346866577864 0.020291795954108238 0.09858300536870956 0.010187545791268349 0.017715340480208397
possum,0.030031612142920494 0.029086090624332428 2.4421029090881348 0.03851485624909401 0.01836349256336689 0.5465042591094971 0.10625579953193665 0.030821872875094414 0.016706909984350204 0.03756256029009819 0.03545878082513809 0.04301760718226433 0.03739013522863388 0.01574491709470749 0.016948219388723373 0.0572034977376461 0.006947350222617388 0.043712254613637924 0.09017353504896164 0.009111209772527218 0.04544275999069214 0.028373105451464653 0.011754781939089298 0.046724967658519745 0.04166655242443085 0.041041869670152664 0.033371761441230774 0.015290364623069763 0.013597385957837105 0.04338816553354263 0.016850143671035767 0.02234620414674282 0.028817934915423393 0.005726927425712347 0.02115422859787941 0.021801088005304337 0.03898867592215538 0.04300805553793907 0.03306708112359047 0.004540609195828438 0.07845351845026016 0.004030878655612469 0.022771086543798447 0.07116183638572693 0.16265742480754852 0.04935271665453911 0.015180107206106186 0.019180048257112503 0.018684448674321175
poster,0.3068779706954956 0.04616366699337959 9.392823267262429e-05 0.3470696806907654 0.40823403000831604 0.006723993457853794 0.2997177243232727 0.03702400252223015 0.06583826243877411 0.014386581256985664 0.3912966251373291 0.5695022344589233 0.6896141767501831 0.04407767951488495 0.03148384764790535 0.010140425525605679 0.7883607149124146 1.4236974716186523 0.03600229695439339 0.013447826728224754 0.01140750851482153 0.022838542237877846 0.05624844878911972 0.05474865809082985 0.013568473048508167 0.02707589790225029 0.011289662681519985 0.08864001929759979 0.012017996050417423 0.017443599179387093 0.021004250273108482 0.07425031810998917 0.023740539327263832 0.025549864396452904 0.010125569999217987 0.03301796689629555 0.01105418335646391 0.017356842756271362 0.008597907610237598 0.07460237294435501 0.02004314213991165 0.0023083805572241545 0.07989898324012756 0.023613005876541138 0.02145189233124256 0.025212716311216354 0.011313976719975471 0.0790666714310646 0.010689708404242992
pot,1.5501306056976318 1.5286595821380615 0.11434777826070786 0.02754303626716137 0.6482738256454468 0.006415023002773523 0.05832618847489357 0.05100357532501221 0.021095916628837585 0.042771682143211365 0.0052167209796607494 0.046120572835206985 0.3033677637577057 0.01382194459438324 0.581043004989624 0.0037524732761085033 0.013511933386325836 0.003695851657539606 0.8100131750106812 0.024647662416100502 0.018802054226398468 0.020324155688285828 0.0032609400805085897 0.011311954818665981 0.012464643456041813 0.003958095796406269 0.0017873576143756509 0.17563851177692413 0.019656650722026825 0.005974980071187019 0.017191406339406967 0.039349596947431564 0.028528515249490738 0.02523784711956978 0.02986367978155613 0.01690971851348877 0.006474556401371956 0.01522514596581459 0.031734663993120193 0.5486802458763123 0.011001884005963802 0.012987667694687843 0.024828532710671425 0.11816015839576721 0.016635188832879066 0.008619827218353748 0.20339395105838776 0.04636915773153305 0.007276378106325865
potato,0.030871115624904633 2.048600673675537 0.5195937752723694 0.008332472294569016 0.017083702608942986 0.7074182033538818 0.029717111960053444 0.03642703965306282 0.48925819993019104 0.038212329149246216 0.023330051451921463 0.05681391805410385 0.022259164601564407 0.05744434893131256 0.0198929812759161 0.04633386805653572 0.41170239448547363 0.0068305484019219875 0.019701747223734856 0.024807250127196312 0.030826516449451447 0.586993396282196 0.012263162061572075 0.01726045459508896 0.033915676176548004 0.010778417810797691 0.00882049836218357 0.09635256230831146 0.022939711809158325 0.4483444392681122 0.04196900501847267 0.04345347359776497 0.01849193125963211 0.006292141508311033 0.09838796406984329 0.036255721002817154 0.01589181274175644 0.01157019380480051 0.0327560231089592 0.0023025590926408768 0.015380092896521091 0.02631382830440998 0.015000353567302227 0.2087666541337967 0.015554788522422314 0.03637450560927391 0.03878319263458252 0.014655196107923985 0.013459262438118458
potholder,0.46932172775268555 0.6633564829826355 0.0009809259790927172 1.4431705474853516 0.9494491815567017 0.10522527992725372 0.018871497362852097 0.04185894876718521 0.052256934344768524 0.13438881933689117 1.1025844812393188 0.0690973773598671 0.024303121492266655 0.34178104996681213 0.18998326361179352 0.05093067139387131 0.10973209887742996 0.3138682544231415 0.023000281304121017 0.0888846144080162 0.0037649795413017273 0.029014993458986282 0.32073840498924255 0.053722232580184937 0.044078342616558075 0.07291848957538605 0.0332053005695343 0.04089679941534996 0.013615665957331657 0.04763178527355194 0.04029602184891701 0.06237718462944031 0.008300388231873512 0.8070120215415955 0.00451344158500433 0.04824599623680115 0.04389586299657822 0.01630863919854164 0.03979673236608505 0.03747401759028435 0.0658857598900795 0.046616826206445694 0.08219899982213974 0.04088950157165527 0.36284348368644714 0.0011378279887139797 0.02435941994190216 0.021454032510519028 0.025616580620408058
